神器ID,神器等级,神器名字,神器编号,攻击加成,生命加成
1,148,毁灭之刃,1,16126,461863
1,149,毁灭之刃,1,16296,471376
1,150,毁灭之刃,1,16466,480889
1,151,毁灭之刃,1,16658,493921
1,152,毁灭之刃,1,16850,506953
1,153,毁灭之刃,1,17042,519985
1,154,毁灭之刃,1,17234,533017
1,155,毁灭之刃,1,17426,546049
1,156,毁灭之刃,1,17618,559081
1,157,毁灭之刃,1,17810,572113
1,158,毁灭之刃,1,18002,585145
1,159,毁灭之刃,1,18194,598177
1,160,毁灭之刃,1,18386,611209
1,161,毁灭之刃,1,18578,624241
1,162,毁灭之刃,1,18770,637273
1,163,毁灭之刃,1,18962,650305
1,164,毁灭之刃,1,19154,663337
1,165,毁灭之刃,1,19346,676369
1,166,毁灭之刃,1,19538,689401
1,167,毁灭之刃,1,19730,702433
1,168,毁灭之刃,1,19922,715465
1,169,毁灭之刃,1,20114,728497
1,170,毁灭之刃,1,20306,741529
1,171,毁灭之刃,1,20498,754561
1,172,毁灭之刃,1,20690,767593
1,173,毁灭之刃,1,20882,780625
1,174,毁灭之刃,1,21074,793657
1,175,毁灭之刃,1,21266,806689
1,176,毁灭之刃,1,21458,819721
1,177,毁灭之刃,1,21650,832753
1,178,毁灭之刃,1,21842,845785
1,179,毁灭之刃,1,22034,858817
1,180,毁灭之刃,1,22226,871849
2,1,落日神弓,2,98,380
2,2,落日神弓,2,129,986
2,3,落日神弓,2,160,1592
2,4,落日神弓,2,191,2198
2,5,落日神弓,2,222,2804
2,6,落日神弓,2,253,3410
2,7,落日神弓,2,284,4016
2,8,落日神弓,2,315,4622
2,9,落日神弓,2,346,5228
2,10,落日神弓,2,377,5834
2,11,落日神弓,2,408,6440
2,12,落日神弓,2,439,7046
2,13,落日神弓,2,470,7652
2,14,落日神弓,2,501,8258
2,15,落日神弓,2,532,8864
2,16,落日神弓,2,563,9470
2,17,落日神弓,2,594,10076
2,18,落日神弓,2,625,10682
2,19,落日神弓,2,656,11288
2,20,落日神弓,2,687,11894
2,21,落日神弓,2,718,12500
2,22,落日神弓,2,749,13106
2,23,落日神弓,2,780,13712
2,24,落日神弓,2,811,14318
2,25,落日神弓,2,842,14924
2,26,落日神弓,2,873,15530
2,27,落日神弓,2,904,16136
2,28,落日神弓,2,935,16742
2,29,落日神弓,2,966,17348
2,30,落日神弓,2,997,17954
2,31,落日神弓,2,1058,19151
2,32,落日神弓,2,1119,20348
2,33,落日神弓,2,1180,21545
2,34,落日神弓,2,1241,22742
2,35,落日神弓,2,1302,23939
2,36,落日神弓,2,1363,25136
2,37,落日神弓,2,1424,26333
2,38,落日神弓,2,1485,27530
2,39,落日神弓,2,1546,28727
2,40,落日神弓,2,1607,29924
2,41,落日神弓,2,1668,31121
2,42,落日神弓,2,1729,32318
2,43,落日神弓,2,1790,33515
2,44,落日神弓,2,1851,34712
2,45,落日神弓,2,1912,35909
2,46,落日神弓,2,1973,37106
2,47,落日神弓,2,2034,38303
2,48,落日神弓,2,2095,39500
2,49,落日神弓,2,2156,40697
2,50,落日神弓,2,2217,41894
2,51,落日神弓,2,2278,43091
2,52,落日神弓,2,2339,44288
2,53,落日神弓,2,2400,45485
2,54,落日神弓,2,2461,46682
2,55,落日神弓,2,2522,47879
2,56,落日神弓,2,2583,49076
2,57,落日神弓,2,2644,50273
2,58,落日神弓,2,2705,51470
2,59,落日神弓,2,2766,52667
2,60,落日神弓,2,2827,53864
2,61,落日神弓,2,2929,55859
2,62,落日神弓,2,3031,57854
2,63,落日神弓,2,3133,59849
2,64,落日神弓,2,3235,61844
2,65,落日神弓,2,3337,63839
2,66,落日神弓,2,3439,65834
2,67,落日神弓,2,3541,67829
2,68,落日神弓,2,3643,69824
2,69,落日神弓,2,3745,71819
2,70,落日神弓,2,3847,73814
2,71,落日神弓,2,3949,75809
2,72,落日神弓,2,4051,77804
2,73,落日神弓,2,4153,79799
2,74,落日神弓,2,4255,81794
2,75,落日神弓,2,4357,83789
2,76,落日神弓,2,4459,85784
2,77,落日神弓,2,4561,87779
2,78,落日神弓,2,4663,89774
2,79,落日神弓,2,4765,91769
2,80,落日神弓,2,4867,93764
2,81,落日神弓,2,4969,95759
2,82,落日神弓,2,5071,97754
2,83,落日神弓,2,5173,99749
2,84,落日神弓,2,5275,101744
2,85,落日神弓,2,5377,103739
2,86,落日神弓,2,5479,105734
2,87,落日神弓,2,5581,107729
2,88,落日神弓,2,5683,109724
2,89,落日神弓,2,5785,111719
2,90,落日神弓,2,5887,113714
2,91,落日神弓,2,6023,117305
2,92,落日神弓,2,6159,120896
2,93,落日神弓,2,6295,124487
2,94,落日神弓,2,6431,128078
2,95,落日神弓,2,6567,131669
2,96,落日神弓,2,6703,135260
2,97,落日神弓,2,6839,138851
2,98,落日神弓,2,6975,142442
2,99,落日神弓,2,7111,146033
2,100,落日神弓,2,7247,149624
2,101,落日神弓,2,7383,153215
2,102,落日神弓,2,7519,156806
2,103,落日神弓,2,7655,160397
2,104,落日神弓,2,7791,163988
2,105,落日神弓,2,7927,167579
2,106,落日神弓,2,8063,171170
2,107,落日神弓,2,8199,174761
2,108,落日神弓,2,8335,178352
2,109,落日神弓,2,8471,181943
2,110,落日神弓,2,8607,185534
2,111,落日神弓,2,8743,189125
2,112,落日神弓,2,8879,192716
2,113,落日神弓,2,9015,196307
2,114,落日神弓,2,9151,199898
2,115,落日神弓,2,9287,203489
2,116,落日神弓,2,9423,207080
2,117,落日神弓,2,9559,210671
2,118,落日神弓,2,9695,214262
2,119,落日神弓,2,9831,217853
2,120,落日神弓,2,9967,221444
2,121,落日神弓,2,10116,232217
2,122,落日神弓,2,10265,242990
2,123,落日神弓,2,10414,253763
2,124,落日神弓,2,10563,264536
2,125,落日神弓,2,10712,275309
2,126,落日神弓,2,10861,286082
2,127,落日神弓,2,11010,296855
2,128,落日神弓,2,11159,307628
2,129,落日神弓,2,11308,318401
2,130,落日神弓,2,11457,329174
2,131,落日神弓,2,11606,339947
2,132,落日神弓,2,11755,350720
2,133,落日神弓,2,11904,361493
2,134,落日神弓,2,12053,372266
2,135,落日神弓,2,12202,383039
2,136,落日神弓,2,12351,393812
2,137,落日神弓,2,12500,404585
2,138,落日神弓,2,12649,415358
2,139,落日神弓,2,12798,426131
2,140,落日神弓,2,12947,436904
2,141,落日神弓,2,13096,447677
2,142,落日神弓,2,13245,458450
2,143,落日神弓,2,13394,469223
2,144,落日神弓,2,13543,479996
2,145,落日神弓,2,13692,490769
2,146,落日神弓,2,13841,501542
2,147,落日神弓,2,13990,512315
2,148,落日神弓,2,14139,523088
2,149,落日神弓,2,14288,533861
2,150,落日神弓,2,14437,544634
2,151,落日神弓,2,14605,559396
2,152,落日神弓,2,14773,574158
2,153,落日神弓,2,14941,588920
2,154,落日神弓,2,15109,603682
2,155,落日神弓,2,15277,618444
2,156,落日神弓,2,15445,633206
2,157,落日神弓,2,15613,647968
2,158,落日神弓,2,15781,662730
2,159,落日神弓,2,15949,677492
2,160,落日神弓,2,16117,692254
2,161,落日神弓,2,16285,707016
2,162,落日神弓,2,16453,721778
2,163,落日神弓,2,16621,736540
2,164,落日神弓,2,16789,751302
2,165,落日神弓,2,16957,766064
2,166,落日神弓,2,17125,780826
2,167,落日神弓,2,17293,795588
2,168,落日神弓,2,17461,810350
2,169,落日神弓,2,17629,825112
2,170,落日神弓,2,17797,839874
2,171,落日神弓,2,17965,854636
2,172,落日神弓,2,18133,869398
2,173,落日神弓,2,18301,884160
2,174,落日神弓,2,18469,898922
2,175,落日神弓,2,18637,913684
2,176,落日神弓,2,18805,928446
2,177,落日神弓,2,18973,943208
2,178,落日神弓,2,19141,957970
2,179,落日神弓,2,19309,972732
2,180,落日神弓,2,19477,987494
3,1,神恩法阵,3,142,566
3,2,神恩法阵,3,170,1194
3,3,神恩法阵,3,198,1822
3,4,神恩法阵,3,226,2450
3,5,神恩法阵,3,254,3078
3,6,神恩法阵,3,282,3706
3,7,神恩法阵,3,310,4334
3,8,神恩法阵,3,338,4962
3,9,神恩法阵,3,366,5590
3,10,神恩法阵,3,394,6218
3,11,神恩法阵,3,422,6846
3,12,神恩法阵,3,450,7474
3,13,神恩法阵,3,478,8102
3,14,神恩法阵,3,506,8730
3,15,神恩法阵,3,534,9358
3,16,神恩法阵,3,562,9986
3,17,神恩法阵,3,590,10614
3,18,神恩法阵,3,618,11242
3,19,神恩法阵,3,646,11870
3,20,神恩法阵,3,674,12498
3,21,神恩法阵,3,702,13126
3,22,神恩法阵,3,730,13754
3,23,神恩法阵,3,758,14382
3,24,神恩法阵,3,786,15010
3,25,神恩法阵,3,814,15638
3,26,神恩法阵,3,842,16266
3,27,神恩法阵,3,870,16894
3,28,神恩法阵,3,898,17522
3,29,神恩法阵,3,926,18150
3,30,神恩法阵,3,954,18778
3,31,神恩法阵,3,1012,20031
3,32,神恩法阵,3,1070,21284
3,33,神恩法阵,3,1128,22537
3,34,神恩法阵,3,1186,23790
3,35,神恩法阵,3,1244,25043
3,36,神恩法阵,3,1302,26296
3,37,神恩法阵,3,1360,27549
3,38,神恩法阵,3,1418,28802
3,39,神恩法阵,3,1476,30055
3,40,神恩法阵,3,1534,31308
3,41,神恩法阵,3,1592,32561
3,42,神恩法阵,3,1650,33814
3,43,神恩法阵,3,1708,35067
3,44,神恩法阵,3,1766,36320
3,45,神恩法阵,3,1824,37573
3,46,神恩法阵,3,1882,38826
3,47,神恩法阵,3,1940,40079
3,48,神恩法阵,3,1998,41332
3,49,神恩法阵,3,2056,42585
3,50,神恩法阵,3,2114,43838
3,51,神恩法阵,3,2172,45091
3,52,神恩法阵,3,2230,46344
3,53,神恩法阵,3,2288,47597
3,54,神恩法阵,3,2346,48850
3,55,神恩法阵,3,2404,50103
3,56,神恩法阵,3,2462,51356
3,57,神恩法阵,3,2520,52609
3,58,神恩法阵,3,2578,53862
3,59,神恩法阵,3,2636,55115
3,60,神恩法阵,3,2694,56368
3,61,神恩法阵,3,2792,58456
3,62,神恩法阵,3,2890,60544
3,63,神恩法阵,3,2988,62632
3,64,神恩法阵,3,3086,64720
3,65,神恩法阵,3,3184,66808
3,66,神恩法阵,3,3282,68896
3,67,神恩法阵,3,3380,70984
3,68,神恩法阵,3,3478,73072
3,69,神恩法阵,3,3576,75160
3,70,神恩法阵,3,3674,77248
3,71,神恩法阵,3,3772,79336
3,72,神恩法阵,3,3870,81424
3,73,神恩法阵,3,3968,83512
3,74,神恩法阵,3,4066,85600
3,75,神恩法阵,3,4164,87688
3,76,神恩法阵,3,4262,89776
3,77,神恩法阵,3,4360,91864
3,78,神恩法阵,3,4458,93952
3,79,神恩法阵,3,4556,96040
3,80,神恩法阵,3,4654,98128
3,81,神恩法阵,3,4752,100216
3,82,神恩法阵,3,4850,102304
3,83,神恩法阵,3,4948,104392
3,84,神恩法阵,3,5046,106480
3,85,神恩法阵,3,5144,108568
3,86,神恩法阵,3,5242,110656
3,87,神恩法阵,3,5340,112744
3,88,神恩法阵,3,5438,114832
3,89,神恩法阵,3,5536,116920
3,90,神恩法阵,3,5634,119008
3,91,神恩法阵,3,5764,122767
3,92,神恩法阵,3,5894,126526
3,93,神恩法阵,3,6024,130285
3,94,神恩法阵,3,6154,134044
3,95,神恩法阵,3,6284,137803
3,96,神恩法阵,3,6414,141562
3,97,神恩法阵,3,6544,145321
3,98,神恩法阵,3,6674,149080
3,99,神恩法阵,3,6804,152839
3,100,神恩法阵,3,6934,156598
3,101,神恩法阵,3,7064,160357
3,102,神恩法阵,3,7194,164116
3,103,神恩法阵,3,7324,167875
3,104,神恩法阵,3,7454,171634
3,105,神恩法阵,3,7584,175393
3,106,神恩法阵,3,7714,179152
3,107,神恩法阵,3,7844,182911
3,108,神恩法阵,3,7974,186670
3,109,神恩法阵,3,8104,190429
3,110,神恩法阵,3,8234,194188
3,111,神恩法阵,3,8364,197947
3,112,神恩法阵,3,8494,201706
3,113,神恩法阵,3,8624,205465
3,114,神恩法阵,3,8754,209224
3,115,神恩法阵,3,8884,212983
3,116,神恩法阵,3,9014,216742
3,117,神恩法阵,3,9144,220501
3,118,神恩法阵,3,9274,224260
3,119,神恩法阵,3,9404,228019
3,120,神恩法阵,3,9534,231778
3,121,神恩法阵,3,9677,239503
3,122,神恩法阵,3,9820,247228
3,123,神恩法阵,3,9963,254953
3,124,神恩法阵,3,10106,262678
3,125,神恩法阵,3,10249,270403
3,126,神恩法阵,3,10392,278128
3,127,神恩法阵,3,10535,285853
3,128,神恩法阵,3,10678,293578
3,129,神恩法阵,3,10821,301303
3,130,神恩法阵,3,10964,309028
3,131,神恩法阵,3,11107,316753
3,132,神恩法阵,3,11250,324478
3,133,神恩法阵,3,11393,332203
3,134,神恩法阵,3,11536,339928
3,135,神恩法阵,3,11679,347653
3,136,神恩法阵,3,11822,355378
3,137,神恩法阵,3,11965,363103
3,138,神恩法阵,3,12108,370828
3,139,神恩法阵,3,12251,378553
3,140,神恩法阵,3,12394,386278
3,141,神恩法阵,3,12537,394003
3,142,神恩法阵,3,12680,401728
3,143,神恩法阵,3,12823,409453
3,144,神恩法阵,3,12966,417178
3,145,神恩法阵,3,13109,424903
3,146,神恩法阵,3,13252,432628
3,147,神恩法阵,3,13395,440353
3,148,神恩法阵,3,13538,448078
3,149,神恩法阵,3,13681,455803
3,150,神恩法阵,3,13824,463528
3,151,神恩法阵,3,13985,478978
3,152,神恩法阵,3,14146,494428
3,153,神恩法阵,3,14307,509878
3,154,神恩法阵,3,14468,525328
3,155,神恩法阵,3,14629,540778
3,156,神恩法阵,3,14790,556228
3,157,神恩法阵,3,14951,571678
3,158,神恩法阵,3,15112,587128
3,159,神恩法阵,3,15273,602578
3,160,神恩法阵,3,15434,618028
3,161,神恩法阵,3,15595,633478
3,162,神恩法阵,3,15756,648928
3,163,神恩法阵,3,15917,664378
3,164,神恩法阵,3,16078,679828
3,165,神恩法阵,3,16239,695278
3,166,神恩法阵,3,16400,710728
3,167,神恩法阵,3,16561,726178
3,168,神恩法阵,3,16722,741628
3,169,神恩法阵,3,16883,757078
3,170,神恩法阵,3,17044,772528
3,171,神恩法阵,3,17205,787978
3,172,神恩法阵,3,17366,803428
3,173,神恩法阵,3,17527,818878
3,174,神恩法阵,3,17688,834328
3,175,神恩法阵,3,17849,849778
3,176,神恩法阵,3,18010,865228
3,177,神恩法阵,3,18171,880678
3,178,神恩法阵,3,18332,896128
3,179,神恩法阵,3,18493,911578
3,180,神恩法阵,3,18654,927028
4,1,真王巨剑,4,206,804
4,2,真王巨剑,4,237,1348
4,3,真王巨剑,4,268,1892
4,4,真王巨剑,4,299,2436
4,5,真王巨剑,4,330,2980
4,6,真王巨剑,4,361,3524
4,7,真王巨剑,4,392,4068
4,8,真王巨剑,4,423,4612
4,9,真王巨剑,4,454,5156
4,10,真王巨剑,4,485,5700
4,11,真王巨剑,4,516,6244
4,12,真王巨剑,4,547,6788
4,13,真王巨剑,4,578,7332
4,14,真王巨剑,4,609,7876
4,15,真王巨剑,4,640,8420
4,16,真王巨剑,4,671,8964
4,17,真王巨剑,4,702,9508
4,18,真王巨剑,4,733,10052
4,19,真王巨剑,4,764,10596
4,20,真王巨剑,4,795,11140
4,21,真王巨剑,4,826,11684
4,22,真王巨剑,4,857,12228
4,23,真王巨剑,4,888,12772
4,24,真王巨剑,4,919,13316
4,25,真王巨剑,4,950,13860
4,26,真王巨剑,4,981,14404
4,27,真王巨剑,4,1012,14948
4,28,真王巨剑,4,1043,15492
4,29,真王巨剑,4,1074,16036
4,30,真王巨剑,4,1105,16580
4,31,真王巨剑,4,1171,17686
4,32,真王巨剑,4,1237,18792
4,33,真王巨剑,4,1303,19898
4,34,真王巨剑,4,1369,21004
4,35,真王巨剑,4,1435,22110
4,36,真王巨剑,4,1501,23216
4,37,真王巨剑,4,1567,24322
4,38,真王巨剑,4,1633,25428
4,39,真王巨剑,4,1699,26534
4,40,真王巨剑,4,1765,27640
4,41,真王巨剑,4,1831,28746
4,42,真王巨剑,4,1897,29852
4,43,真王巨剑,4,1963,30958
4,44,真王巨剑,4,2029,32064
4,45,真王巨剑,4,2095,33170
4,46,真王巨剑,4,2161,34276
4,47,真王巨剑,4,2227,35382
4,48,真王巨剑,4,2293,36488
4,49,真王巨剑,4,2359,37594
4,50,真王巨剑,4,2425,38700
4,51,真王巨剑,4,2491,39806
4,52,真王巨剑,4,2557,40912
4,53,真王巨剑,4,2623,42018
4,54,真王巨剑,4,2689,43124
4,55,真王巨剑,4,2755,44230
4,56,真王巨剑,4,2821,45336
4,57,真王巨剑,4,2887,46442
4,58,真王巨剑,4,2953,47548
4,59,真王巨剑,4,3019,48654
4,60,真王巨剑,4,3085,49760
4,61,真王巨剑,4,3196,51603
4,62,真王巨剑,4,3307,53446
4,63,真王巨剑,4,3418,55289
4,64,真王巨剑,4,3529,57132
4,65,真王巨剑,4,3640,58975
4,66,真王巨剑,4,3751,60818
4,67,真王巨剑,4,3862,62661
4,68,真王巨剑,4,3973,64504
4,69,真王巨剑,4,4084,66347
4,70,真王巨剑,4,4195,68190
4,71,真王巨剑,4,4306,70033
4,72,真王巨剑,4,4417,71876
4,73,真王巨剑,4,4528,73719
4,74,真王巨剑,4,4639,75562
4,75,真王巨剑,4,4750,77405
4,76,真王巨剑,4,4861,79248
4,77,真王巨剑,4,4972,81091
4,78,真王巨剑,4,5083,82934
4,79,真王巨剑,4,5194,84777
4,80,真王巨剑,4,5305,86620
4,81,真王巨剑,4,5416,88463
4,82,真王巨剑,4,5527,90306
4,83,真王巨剑,4,5638,92149
4,84,真王巨剑,4,5749,93992
4,85,真王巨剑,4,5860,95835
4,86,真王巨剑,4,5971,97678
4,87,真王巨剑,4,6082,99521
4,88,真王巨剑,4,6193,101364
4,89,真王巨剑,4,6304,103207
4,90,真王巨剑,4,6415,105050
4,91,真王巨剑,4,6563,108368
4,92,真王巨剑,4,6711,111686
4,93,真王巨剑,4,6859,115004
4,94,真王巨剑,4,7007,118322
4,95,真王巨剑,4,7155,121640
4,96,真王巨剑,4,7303,124958
4,97,真王巨剑,4,7451,128276
4,98,真王巨剑,4,7599,131594
4,99,真王巨剑,4,7747,134912
4,100,真王巨剑,4,7895,138230
4,101,真王巨剑,4,8043,141548
4,102,真王巨剑,4,8191,144866
4,103,真王巨剑,4,8339,148184
4,104,真王巨剑,4,8487,151502
4,105,真王巨剑,4,8635,154820
4,106,真王巨剑,4,8783,158138
4,107,真王巨剑,4,8931,161456
4,108,真王巨剑,4,9079,164774
4,109,真王巨剑,4,9227,168092
4,110,真王巨剑,4,9375,171410
4,111,真王巨剑,4,9523,174728
4,112,真王巨剑,4,9671,178046
4,113,真王巨剑,4,9819,181364
4,114,真王巨剑,4,9967,184682
4,115,真王巨剑,4,10115,188000
4,116,真王巨剑,4,10263,191318
4,117,真王巨剑,4,10411,194636
4,118,真王巨剑,4,10559,197954
4,119,真王巨剑,4,10707,201272
4,120,真王巨剑,4,10855,204590
4,121,真王巨剑,4,11017,211409
4,122,真王巨剑,4,11179,218228
4,123,真王巨剑,4,11341,225047
4,124,真王巨剑,4,11503,231866
4,125,真王巨剑,4,11665,238685
4,126,真王巨剑,4,11827,245504
4,127,真王巨剑,4,11989,252323
4,128,真王巨剑,4,12151,259142
4,129,真王巨剑,4,12313,265961
4,130,真王巨剑,4,12475,272780
4,131,真王巨剑,4,12637,279599
4,132,真王巨剑,4,12799,286418
4,133,真王巨剑,4,12961,293237
4,134,真王巨剑,4,13123,300056
4,135,真王巨剑,4,13285,306875
4,136,真王巨剑,4,13447,313694
4,137,真王巨剑,4,13609,320513
4,138,真王巨剑,4,13771,327332
4,139,真王巨剑,4,13933,334151
4,140,真王巨剑,4,14095,340970
4,141,真王巨剑,4,14257,347789
4,142,真王巨剑,4,14419,354608
4,143,真王巨剑,4,14581,361427
4,144,真王巨剑,4,14743,368246
4,145,真王巨剑,4,14905,375065
4,146,真王巨剑,4,15067,381884
4,147,真王巨剑,4,15229,388703
4,148,真王巨剑,4,15391,395522
4,149,真王巨剑,4,15553,402341
4,150,真王巨剑,4,15715,409160
4,151,真王巨剑,4,15898,422798
4,152,真王巨剑,4,16081,436436
4,153,真王巨剑,4,16264,450074
4,154,真王巨剑,4,16447,463712
4,155,真王巨剑,4,16630,477350
4,156,真王巨剑,4,16813,490988
4,157,真王巨剑,4,16996,504626
4,158,真王巨剑,4,17179,518264
4,159,真王巨剑,4,17362,531902
4,160,真王巨剑,4,17545,545540
4,161,真王巨剑,4,17728,559178
4,162,真王巨剑,4,17911,572816
4,163,真王巨剑,4,18094,586454
4,164,真王巨剑,4,18277,600092
4,165,真王巨剑,4,18460,613730
4,166,真王巨剑,4,18643,627368
4,167,真王巨剑,4,18826,641006
4,168,真王巨剑,4,19009,654644
4,169,真王巨剑,4,19192,668282
4,170,真王巨剑,4,19375,681920
4,171,真王巨剑,4,19558,695558
4,172,真王巨剑,4,19741,709196
4,173,真王巨剑,4,19924,722834
4,174,真王巨剑,4,20107,736472
4,175,真王巨剑,4,20290,750110
4,176,真王巨剑,4,20473,763748
4,177,真王巨剑,4,20656,777386
4,178,真王巨剑,4,20839,791024
4,179,真王巨剑,4,21022,804662
4,180,真王巨剑,4,21205,818300
5,1,噬龙长枪,5,293,1530
5,2,噬龙长枪,5,320,2067
5,3,噬龙长枪,5,347,2604
5,4,噬龙长枪,5,374,3141
5,5,噬龙长枪,5,401,3678
5,6,噬龙长枪,5,428,4215
5,7,噬龙长枪,5,455,4752
5,8,噬龙长枪,5,482,5289
5,9,噬龙长枪,5,509,5826
5,10,噬龙长枪,5,536,6363
5,11,噬龙长枪,5,563,6900
5,12,噬龙长枪,5,590,7437
5,13,噬龙长枪,5,617,7974
5,14,噬龙长枪,5,644,8511
5,15,噬龙长枪,5,671,9048
5,16,噬龙长枪,5,698,9585
5,17,噬龙长枪,5,725,10122
5,18,噬龙长枪,5,752,10659
5,19,噬龙长枪,5,779,11196
