神器ID,技能等级,技能,技能名字,技能图标,神器编号,技能描述
1,29,12902,绝杀,shenbing_01,1,唤醒毁灭之力，对随机4名敌人造成$366151$点真实伤害并流血，持续造成322055点流血伤害，持续3回合，增加己方随机4名英雄对流血目标90%伤害加成2回合
1,30,13002,绝杀,shenbing_01,1,唤醒毁灭之力，对随机4名敌人造成$386271$点真实伤害并流血，持续造成337166点流血伤害，持续3回合，增加己方随机4名英雄对流血目标95%伤害加成2回合
1,31,13102,绝杀,shenbing_01,1,唤醒毁灭之力，对随机4名敌人造成$406391$点真实伤害并流血，持续造成352277点流血伤害，持续3回合，增加己方随机4名英雄对流血目标100%伤害加成2回合
1,32,13202,绝杀,shenbing_01,1,唤醒毁灭之力，对随机4名敌人造成$426511$点真实伤害并流血，持续造成367388点流血伤害，持续3回合，增加己方随机4名英雄对流血目标105%伤害加成2回合
2,0,20002,重伤,shenbing_02,2,以上古圣贤的名义，对随机2名敌人造成$850$点真实伤害
2,1,20102,重伤,shenbing_02,2,以上古圣贤的名义，对随机2名敌人造成$3288$点真实伤害
2,2,20202,重伤,shenbing_02,2,以上古圣贤的名义，对随机2名敌人造成$5493$点真实伤害
2,3,20302,重伤,shenbing_02,2,以上古圣贤的名义，对随机2名敌人造成$7698$点真实伤害
2,4,20402,重伤,shenbing_02,2,以上古圣贤的名义，对随机2名敌人造成$9903$点真实伤害
2,5,20502,重伤,shenbing_02,2,以上古圣贤的名义，对随机2名敌人造成$12108$点真实伤害
2,6,20602,重伤,shenbing_02,2,以上古圣贤的名义，对随机2名敌人造成$14313$点真实伤害
2,7,20702,重伤,shenbing_02,2,以上古圣贤的名义，对随机3名敌人造成$20918$点真实伤害，同时降低其2%防御，持续3回合
2,8,20802,重伤,shenbing_02,2,以上古圣贤的名义，对随机3名敌人造成$27523$点真实伤害，同时降低其4%防御，持续3回合
2,9,20902,重伤,shenbing_02,2,以上古圣贤的名义，对随机3名敌人造成$34128$点真实伤害，同时降低其5%防御，持续3回合
2,10,21002,重伤,shenbing_02,2,以上古圣贤的名义，对随机3名敌人造成$40733$点真实伤害，同时降低其7%防御，持续3回合
2,11,21102,重伤,shenbing_02,2,以上古圣贤的名义，对随机3名敌人造成$47338$点真实伤害，同时降低其9%防御，持续3回合
2,12,21202,重伤,shenbing_02,2,以上古圣贤的名义，对随机3名敌人造成$53943$点真实伤害，同时降低其10%防御，持续3回合
2,13,21302,重伤,shenbing_02,2,以上古圣贤的名义，对随机4名敌人造成$67848$点真实伤害，同时降低其12%防御，持续3回合，并且增加己方4名英雄7%的攻击2回合
2,14,21402,重伤,shenbing_02,2,以上古圣贤的名义，对随机4名敌人造成$81753$点真实伤害，同时降低其14%防御，持续3回合，并且增加己方4名英雄9%的攻击2回合
2,15,21502,重伤,shenbing_02,2,以上古圣贤的名义，对随机4名敌人造成$95658$点真实伤害，同时降低其15%防御，持续3回合，并且增加己方4名英雄10%的攻击2回合
2,16,21602,重伤,shenbing_02,2,以上古圣贤的名义，对随机4名敌人造成$109563$点真实伤害，同时降低其17%防御，持续3回合，并且增加己方4名英雄12%的攻击2回合
2,17,21702,重伤,shenbing_02,2,以上古圣贤的名义，对随机4名敌人造成$123468$点真实伤害，同时降低其19%防御，持续3回合，并且增加己方4名英雄14%的攻击2回合
2,18,21802,重伤,shenbing_02,2,以上古圣贤的名义，对随机4名敌人造成$137373$点真实伤害，同时降低其20%防御，持续3回合，并且增加己方4名英雄15%的攻击2回合
2,19,21902,重伤,shenbing_02,2,以上古圣贤的名义，对随机4名敌人造成$161278$点真实伤害，同时降低其22%防御和10速度，持续3回合，并且增加己方4名英雄17%的攻击2回合
2,20,22002,重伤,shenbing_02,2,以上古圣贤的名义，对随机4名敌人造成$185183$点真实伤害，同时降低其24%防御和14速度，持续3回合，并且增加己方4名英雄19%的攻击2回合
2,21,22102,重伤,shenbing_02,2,以上古圣贤的名义，对随机4名敌人造成$209088$点真实伤害，同时降低其25%防御和18速度，持续3回合，并且增加己方4名英雄20%的攻击2回合
2,22,22202,重伤,shenbing_02,2,以上古圣贤的名义，对随机4名敌人造成$232993$点真实伤害，同时降低其27%防御和22速度，持续3回合，并且增加己方4名英雄22%的攻击2回合
2,23,22302,重伤,shenbing_02,2,以上古圣贤的名义，对随机4名敌人造成$256898$点真实伤害，同时降低其29%防御和26速度，持续3回合，并且增加己方4名英雄24%的攻击2回合
2,24,22402,重伤,shenbing_02,2,以上古圣贤的名义，对随机4名敌人造成$280800$点真实伤害，同时降低其30%防御和31速度，持续3回合，并且增加己方4名英雄25%的攻击2回合
2,25,22502,重伤,shenbing_02,2,以上古圣贤的名义，对随机4名敌人造成$304308$点真实伤害，同时降低其32%防御和34速度，持续3回合，并且增加己方4名英雄26%的攻击2回合
2,26,22602,重伤,shenbing_02,2,以上古圣贤的名义，对随机4名敌人造成$328213$点真实伤害，同时降低其34%防御和38速度，持续3回合，并且增加己方4名英雄27%的攻击2回合
2,27,22702,重伤,shenbing_02,2,以上古圣贤的名义，对随机4名敌人造成$352118$点真实伤害，同时降低其36%防御和42速度，持续3回合，并且增加己方4名英雄28%的攻击2回合
2,28,22802,重伤,shenbing_02,2,以上古圣贤的名义，对随机4名敌人造成$376023$点真实伤害，同时降低其38%防御和46速度，持续3回合，并且增加己方4名英雄29%的攻击2回合
2,29,22902,重伤,shenbing_02,2,以上古圣贤的名义，对随机4名敌人造成$399928$点真实伤害，同时降低其40%防御和50速度，持续3回合，并且增加己方4名英雄30%的攻击2回合
2,30,23002,重伤,shenbing_02,2,以上古圣贤的名义，对随机4名敌人造成$423833$点真实伤害，同时降低其42%防御和54速度，持续3回合，并且增加己方4名英雄31%的攻击2回合
2,31,23102,重伤,shenbing_02,2,以上古圣贤的名义，对随机4名敌人造成$447738$点真实伤害，同时降低其44%防御和58速度，持续3回合，并且增加己方4名英雄32%的攻击2回合
2,32,23202,重伤,shenbing_02,2,以上古圣贤的名义，对随机4名敌人造成$471643$点真实伤害，同时降低其46%防御和62速度，持续3回合，并且增加己方4名英雄33%的攻击2回合
3,0,30002,滋养,shenbing_03,3,唤醒神的恩泽，对随机2名敌人造成$1500$点真实伤害，同时恢复随机3名己方英雄5%生命
3,1,30102,滋养,shenbing_03,3,唤醒神的恩泽，对随机2名敌人造成$2949$点真实伤害，同时恢复随机3名己方英雄5%生命
3,2,30202,滋养,shenbing_03,3,唤醒神的恩泽，对随机2名敌人造成$4354$点真实伤害，同时恢复随机3名己方英雄5%生命
3,3,30302,滋养,shenbing_03,3,唤醒神的恩泽，对随机2名敌人造成$5759$点真实伤害，同时恢复随机3名己方英雄6%生命
3,4,30402,滋养,shenbing_03,3,唤醒神的恩泽，对随机2名敌人造成$7164$点真实伤害，同时恢复随机3名己方英雄6%生命
3,5,30502,滋养,shenbing_03,3,唤醒神的恩泽，对随机2名敌人造成$8569$点真实伤害，同时恢复随机3名己方英雄7%生命
3,6,30602,滋养,shenbing_03,3,唤醒神的恩泽，对随机2名敌人造成$9974$点真实伤害，同时恢复随机3名己方英雄7%生命
3,7,30702,滋养,shenbing_03,3,唤醒神的恩泽，对随机2名敌人造成$14644$点真实伤害，同时恢复随机3名己方英雄8%生命，增加2%的防御2回合
3,8,30802,滋养,shenbing_03,3,唤醒神的恩泽，对随机2名敌人造成$19314$点真实伤害，同时恢复随机3名己方英雄8%生命，增加4%的防御2回合
3,9,30902,滋养,shenbing_03,3,唤醒神的恩泽，对随机2名敌人造成$23984$点真实伤害，同时恢复随机3名己方英雄9%生命，增加5%的防御2回合
3,10,31002,滋养,shenbing_03,3,唤醒神的恩泽，对随机2名敌人造成$28654$点真实伤害，同时恢复随机3名己方英雄9%生命，增加7%的防御2回合
3,11,31102,滋养,shenbing_03,3,唤醒神的恩泽，对随机2名敌人造成$33324$点真实伤害，同时恢复随机3名己方英雄10%生命，增加9%的防御2回合
3,12,31202,滋养,shenbing_03,3,唤醒神的恩泽，对随机2名敌人造成$37994$点真实伤害，同时恢复随机3名己方英雄10%生命，增加10%的防御2回合
3,13,31302,滋养,shenbing_03,3,唤醒神的恩泽，对随机3名敌人造成$47664$点真实伤害，同时恢复随机4名己方英雄11%生命，增加12%的防御2回合
3,14,31402,滋养,shenbing_03,3,唤醒神的恩泽，对随机3名敌人造成$57334$点真实伤害，同时恢复随机4名己方英雄11%生命，增加14%的防御2回合
3,15,31502,滋养,shenbing_03,3,唤醒神的恩泽，对随机3名敌人造成$67004$点真实伤害，同时恢复随机4名己方英雄12%生命，增加15%的防御2回合
3,16,31602,滋养,shenbing_03,3,唤醒神的恩泽，对随机3名敌人造成$76674$点真实伤害，同时恢复随机4名己方英雄12%生命，增加17%的防御2回合
3,17,31702,滋养,shenbing_03,3,唤醒神的恩泽，对随机3名敌人造成$86344$点真实伤害，同时恢复随机4名己方英雄13%生命，增加19%的防御2回合
3,18,31802,滋养,shenbing_03,3,唤醒神的恩泽，对随机3名敌人造成$96014$点真实伤害，同时恢复随机4名己方英雄14%生命，增加20%的防御2回合
3,19,31902,滋养,shenbing_03,3,唤醒神的恩泽，对随机4名敌人造成$109684$点真实伤害，同时恢复随机4名己方英雄15%生命，增加22%的防御和7%的攻击2回合
3,20,32002,滋养,shenbing_03,3,唤醒神的恩泽，对随机4名敌人造成$123354$点真实伤害，同时恢复随机4名己方英雄16%生命，增加24%的防御和9%的攻击2回合
3,21,32102,滋养,shenbing_03,3,唤醒神的恩泽，对随机4名敌人造成$137024$点真实伤害，同时恢复随机4名己方英雄17%生命，增加25%的防御和10%的攻击2回合
3,22,32202,滋养,shenbing_03,3,唤醒神的恩泽，对随机4名敌人造成$150694$点真实伤害，同时恢复随机4名己方英雄18%生命，增加27%的防御和12%的攻击2回合
3,23,32302,滋养,shenbing_03,3,唤醒神的恩泽，对随机4名敌人造成$164364$点真实伤害，同时恢复随机4名己方英雄19%生命，增加29%的防御和14%的攻击2回合
3,24,32402,滋养,shenbing_03,3,唤醒神的恩泽，对随机4名敌人造成$178000$点真实伤害，同时恢复随机4名己方英雄20%生命，增加30.5%的防御和15%的攻击2回合
3,25,32502,滋养,shenbing_03,3,唤醒神的恩泽，对随机4名敌人造成$190904$点真实伤害，同时恢复随机4名己方英雄21%生命，增加31%的防御和16%的攻击2回合
3,26,32602,滋养,shenbing_03,3,唤醒神的恩泽，对随机4名敌人造成$204574$点真实伤害，同时恢复随机4名己方英雄22%生命，增加32%的防御和17%的攻击2回合
3,27,32702,滋养,shenbing_03,3,唤醒神的恩泽，对随机4名敌人造成$218244$点真实伤害，同时恢复随机4名己方英雄23%生命，增加33%的防御和18%的攻击2回合
3,28,32802,滋养,shenbing_03,3,唤醒神的恩泽，对随机4名敌人造成$231914$点真实伤害，同时恢复随机4名己方英雄24%生命，增加34%的防御和19%的攻击2回合
3,29,32902,滋养,shenbing_03,3,唤醒神的恩泽，对随机4名敌人造成$245584$点真实伤害，同时恢复随机4名己方英雄25%生命，增加35%的防御和20%的攻击2回合
3,30,33002,滋养,shenbing_03,3,唤醒神的恩泽，对随机4名敌人造成$259254$点真实伤害，同时恢复随机4名己方英雄26%生命，增加36%的防御和21%的攻击2回合
3,31,33102,滋养,shenbing_03,3,唤醒神的恩泽，对随机4名敌人造成$272924$点真实伤害，同时恢复随机4名己方英雄27%生命，增加37%的防御和22%的攻击2回合
3,32,33202,滋养,shenbing_03,3,唤醒神的恩泽，对随机4名敌人造成$286594$点真实伤害，同时恢复随机4名己方英雄28%生命，增加38%的防御和23%的攻击2回合
4,0,40002,怒吼,shenbing_04,4,真王之力永垂不朽，对随机2名敌人造成$2200$点真实伤害，恢复己方随机2名英雄11点怒气
4,1,40102,怒吼,shenbing_04,4,真王之力永垂不朽，对随机2名敌人造成$4429$点真实伤害，恢复己方随机2名英雄12点怒气
4,2,40202,怒吼,shenbing_04,4,真王之力永垂不朽，对随机2名敌人造成$6684$点真实伤害，恢复己方随机2名英雄14点怒气
4,3,40302,怒吼,shenbing_04,4,真王之力永垂不朽，对随机2名敌人造成$8939$点真实伤害，恢复己方随机2名英雄15点怒气
4,4,40402,怒吼,shenbing_04,4,真王之力永垂不朽，对随机2名敌人造成$11194$点真实伤害，恢复己方随机2名英雄17点怒气
4,5,40502,怒吼,shenbing_04,4,真王之力永垂不朽，对随机2名敌人造成$13449$点真实伤害，恢复己方随机2名英雄19点怒气
4,6,40602,怒吼,shenbing_04,4,真王之力永垂不朽，对随机2名敌人造成$15704$点真实伤害，恢复己方随机2名英雄20点怒气
4,7,40702,怒吼,shenbing_04,4,真王之力永垂不朽，对随机3名敌人造成$22309$点真实伤害，恢复己方随机3名英雄22点怒气
4,8,40802,怒吼,shenbing_04,4,真王之力永垂不朽，对随机3名敌人造成$28914$点真实伤害，恢复己方随机3名英雄24点怒气
4,9,40902,怒吼,shenbing_04,4,真王之力永垂不朽，对随机3名敌人造成$35519$点真实伤害，恢复己方随机3名英雄25点怒气
4,10,41002,怒吼,shenbing_04,4,真王之力永垂不朽，对随机3名敌人造成$42124$点真实伤害，恢复己方随机3名英雄27点怒气
4,11,41102,怒吼,shenbing_04,4,真王之力永垂不朽，对随机3名敌人造成$48729$点真实伤害，恢复己方随机3名英雄29点怒气
4,12,41202,怒吼,shenbing_04,4,真王之力永垂不朽，对随机3名敌人造成$55334$点真实伤害，恢复己方随机3名英雄30点怒气
4,13,41302,怒吼,shenbing_04,4,真王之力永垂不朽，对随机4名敌人造成$69439$点真实伤害，恢复己方随机4名英雄32点怒气
4,14,41402,怒吼,shenbing_04,4,真王之力永垂不朽，对随机4名敌人造成$83544$点真实伤害，恢复己方随机4名英雄34点怒气
4,15,41502,怒吼,shenbing_04,4,真王之力永垂不朽，对随机4名敌人造成$97649$点真实伤害，恢复己方随机4名英雄35点怒气
4,16,41602,怒吼,shenbing_04,4,真王之力永垂不朽，对随机4名敌人造成$111754$点真实伤害，恢复己方随机4名英雄37点怒气
4,17,41702,怒吼,shenbing_04,4,真王之力永垂不朽，对随机4名敌人造成$125859$点真实伤害，恢复己方随机4名英雄39点怒气
4,18,41802,怒吼,shenbing_04,4,真王之力永垂不朽，对随机4名敌人造成$139964$点真实伤害，恢复己方随机4名英雄40点怒气
4,19,41902,怒吼,shenbing_04,4,真王之力永垂不朽，对随机4名敌人造成$163569$点真实伤害并且有20%的概率沉默目标2回合，恢复己方随机4名英雄42点怒气
4,20,42002,怒吼,shenbing_04,4,真王之力永垂不朽，对随机4名敌人造成$187174$点真实伤害并且有24%的概率沉默目标2回合，恢复己方随机4名英雄44点怒气
4,21,42102,怒吼,shenbing_04,4,真王之力永垂不朽，对随机4名敌人造成$210779$点真实伤害并且有28%的概率沉默目标2回合，恢复己方随机4名英雄45点怒气
4,22,42202,怒吼,shenbing_04,4,真王之力永垂不朽，对随机4名敌人造成$234384$点真实伤害并且有32%的概率沉默目标2回合，恢复己方随机4名英雄47点怒气
4,23,42302,怒吼,shenbing_04,4,真王之力永垂不朽，对随机4名敌人造成$257989$点真实伤害并且有36%的概率沉默目标2回合，恢复己方随机4名英雄49点怒气
4,24,42402,怒吼,shenbing_04,4,真王之力永垂不朽，对随机4名敌人造成$281600$点真实伤害并且有41%的概率沉默目标2回合，恢复己方随机4名英雄50点怒气
4,25,42502,怒吼,shenbing_04,4,真王之力永垂不朽，对随机4名敌人造成$304199$点真实伤害并且有44%的概率沉默目标2回合，恢复己方随机4名英雄51点怒气
4,26,42602,怒吼,shenbing_04,4,真王之力永垂不朽，对随机4名敌人造成$327804$点真实伤害并且有48%的概率沉默目标2回合，恢复己方随机4名英雄52点怒气
4,27,42702,怒吼,shenbing_04,4,真王之力永垂不朽，对随机4名敌人造成$351409$点真实伤害并且有52%的概率沉默目标2回合，恢复己方随机4名英雄53点怒气
4,28,42802,怒吼,shenbing_04,4,真王之力永垂不朽，对随机4名敌人造成$375014$点真实伤害并且有56%的概率沉默目标2回合，恢复己方随机4名英雄54点怒气
4,29,42902,怒吼,shenbing_04,4,真王之力永垂不朽，对随机4名敌人造成$398619$点真实伤害并且有60%的概率沉默目标2回合，恢复己方随机4名英雄55点怒气
4,30,43002,怒吼,shenbing_04,4,真王之力永垂不朽，对随机4名敌人造成$422224$点真实伤害并且有64%的概率沉默目标2回合，恢复己方随机4名英雄56点怒气
4,31,43102,怒吼,shenbing_04,4,真王之力永垂不朽，对随机4名敌人造成$445829$点真实伤害并且有68%的概率沉默目标2回合，恢复己方随机4名英雄57点怒气
4,32,43202,怒吼,shenbing_04,4,真王之力永垂不朽，对随机4名敌人造成$469434$点真实伤害并且有72%的概率沉默目标2回合，恢复己方随机4名英雄58点怒气
5,0,50002,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机2名敌人造成$3500$点真实伤害并且有6%的概率眩晕目标2回合
5,1,50102,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机2名敌人造成$5033$点真实伤害并且有7%的概率眩晕目标2回合
5,2,50202,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机2名敌人造成$7243$点真实伤害并且有9%的概率眩晕目标2回合
5,3,50302,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机2名敌人造成$9453$点真实伤害并且有10%的概率眩晕目标2回合
5,4,50402,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机2名敌人造成$11663$点真实伤害并且有12%的概率眩晕目标2回合
5,5,50502,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机2名敌人造成$13873$点真实伤害并且有14%的概率眩晕目标2回合
5,6,50602,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机2名敌人造成$16083$点真实伤害并且有15%的概率眩晕目标2回合
5,7,50702,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机3名敌人造成$22753$点真实伤害并且有17%的概率眩晕目标2回合
5,8,50802,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机3名敌人造成$29423$点真实伤害并且有19%的概率眩晕目标2回合
5,9,50902,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机3名敌人造成$36093$点真实伤害并且有20%的概率眩晕目标2回合
5,10,51002,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机3名敌人造成$42763$点真实伤害并且有22%的概率眩晕目标2回合
5,11,51102,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机3名敌人造成$49433$点真实伤害并且有24%的概率眩晕目标2回合
5,12,51202,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机3名敌人造成$56103$点真实伤害并且有25%的概率眩晕目标2回合
5,13,51302,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机4名敌人造成$75273$点真实伤害并且有25%的概率眩晕目标2回合，提升4名友方英雄5%伤害加成2回合
5,14,51402,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机4名敌人造成$94443$点真实伤害并且有26%的概率眩晕目标2回合，提升4名友方英雄10%伤害加成2回合
5,15,51502,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机4名敌人造成$113613$点真实伤害并且有27%的概率眩晕目标2回合，提升4名友方英雄15%伤害加成2回合
5,16,51602,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机4名敌人造成$132783$点真实伤害并且有28%的概率眩晕目标2回合，提升4名友方英雄20%伤害加成2回合
5,17,51702,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机4名敌人造成$151953$点真实伤害并且有29%的概率眩晕目标2回合，提升4名友方英雄25%伤害加成2回合
5,18,51802,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机4名敌人造成$171123$点真实伤害并且有30%的概率眩晕目标2回合，提升4名友方英雄30%伤害加成2回合
5,19,51902,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机4名敌人造成$202243$点真实伤害并且有31%的概率眩晕目标2回合，提升4名友方英雄35%伤害加成2回合
5,20,52002,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机4名敌人造成$233363$点真实伤害并且有32%的概率眩晕目标2回合，提升4名友方英雄40%伤害加成2回合
5,21,52102,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机4名敌人造成$264483$点真实伤害并且有33%的概率眩晕目标2回合，提升4名友方英雄45%伤害加成2回合
5,22,52202,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机4名敌人造成$295603$点真实伤害并且有34%的概率眩晕目标2回合，提升4名友方英雄50%伤害加成2回合
5,23,52302,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机4名敌人造成$326723$点真实伤害并且有35%的概率眩晕目标2回合，提升4名友方英雄55%伤害加成2回合
5,24,52402,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机4名敌人造成$357800$点真实伤害并且有37%的概率眩晕目标2回合，提升4名友方英雄60%伤害加成2回合
5,25,52502,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机4名敌人造成$387463$点真实伤害并且有38%的概率眩晕目标2回合，提升4名友方英雄65%伤害加成2回合
5,26,52602,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机4名敌人造成$418583$点真实伤害并且有39%的概率眩晕目标2回合，提升4名友方英雄70%伤害加成2回合
5,27,52702,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机4名敌人造成$449703$点真实伤害并且有40%的概率眩晕目标2回合，提升4名友方英雄75%伤害加成2回合
5,28,52802,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机4名敌人造成$480823$点真实伤害并且有41%的概率眩晕目标2回合，提升4名友方英雄80%伤害加成2回合
5,29,52902,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机4名敌人造成$511943$点真实伤害并且有42%的概率眩晕目标2回合，提升4名友方英雄85%伤害加成2回合
5,30,53002,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机4名敌人造成$543063$点真实伤害并且有43%的概率眩晕目标2回合，提升4名友方英雄90%伤害加成2回合
5,31,53102,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机4名敌人造成$574183$点真实伤害并且有44%的概率眩晕目标2回合，提升4名友方英雄95%伤害加成2回合
5,32,53202,屠龙,shenbing_05,5,屠灭巨龙之力存于其中，对随机4名敌人造成$605303$点真实伤害并且有45%的概率眩晕目标2回合，提升4名友方英雄100%伤害加成2回合
6,0,60002,锋刺,shenbing_06,6,剧毒之刺锋芒毕露，对随机2名敌人造成$8000$点真实伤害并中毒，持续造成4000点中毒伤害，持续3回合
6,1,60102,锋刺,shenbing_06,6,剧毒之刺锋芒毕露，对随机2名敌人造成$8899$点真实伤害并中毒，持续造成4334点中毒伤害，持续3回合
